"Organism","OrganismId","AntimicrobialId","Antimicrobial","CountryId","CountryName","ISO3","code","year","Source","IsolatesTested","value","CILow","CIHigh"
"Enterococcus faecalis",1,2,"Aminopenicillins",6,"Croatia","HRV","HR",2011,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",168,1,0,4
"Enterococcus faecalis",1,2,"Aminopenicillins",6,"Croatia","HRV","HR",2012,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",155,5,2,9
"Enterococcus faecalis",1,2,"Aminopenicillins",6,"Croatia","HRV","HR",2013,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",173,10,6,15
"Enterococcus faecalis",1,2,"Aminopenicillins",6,"Croatia","HRV","HR",2014,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",152,7,4,12
"Enterococcus faecalis",1,2,"Aminopenicillins",6,"Croatia","HRV","HR",2015,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",205,4,2,7
"Enterococcus faecalis",1,3,"Vancomycin",6,"Croatia","HRV","HR",2001,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",32,3,0,14
"Enterococcus faecalis",1,3,"Vancomycin",6,"Croatia","HRV","HR",2002,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",78,0,0,4
"Enterococcus faecalis",1,3,"Vancomycin",6,"Croatia","HRV","HR",2003,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",69,0,0,4
"Enterococcus faecalis",1,3,"Vancomycin",6,"Croatia","HRV","HR",2004,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",85,0,0,4
"Enterococcus faecalis",1,3,"Vancomycin",6,"Croatia","HRV","HR",2005,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",86,1,0,5
"Enterococcus faecalis",1,3,"Vancomycin",6,"Croatia","HRV","HR",2006,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",142,1,0,4
"Enterococcus faecalis",1,3,"Vancomycin",6,"Croatia","HRV","HR",2007,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",123,1,0,4
"Enterococcus faecalis",1,3,"Vancomycin",6,"Croatia","HRV","HR",2008,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",160,1,0,4
"Enterococcus faecalis",1,3,"Vancomycin",6,"Croatia","HRV","HR",2010,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",124,1,0,4
"Enterococcus faecalis",1,3,"Vancomycin",6,"Croatia","HRV","HR",2011,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",168,1,0,4
"Enterococcus faecalis",1,3,"Vancomycin",6,"Croatia","HRV","HR",2012,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",156,1,0,4
"Enterococcus faecalis",1,3,"Vancomycin",6,"Croatia","HRV","HR",2013,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",173,1,0,4
"Enterococcus faecalis",1,3,"Vancomycin",6,"Croatia","HRV","HR",2014,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",152,0,0,2
"Enterococcus faecalis",1,3,"Vancomycin",6,"Croatia","HRV","HR",2015,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",205,1,0,3
"Enterococcus faecium",2,49,"Aminoglycosides (high-level)",6,"Croatia","HRV","HR",2003,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",32,41,25,58
"Enterococcus faecium",2,49,"Aminoglycosides (high-level)",6,"Croatia","HRV","HR",2004,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",30,63,45,78
"Enterococcus faecium",2,49,"Aminoglycosides (high-level)",6,"Croatia","HRV","HR",2005,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",34,62,45,77
"Enterococcus faecium",2,49,"Aminoglycosides (high-level)",6,"Croatia","HRV","HR",2006,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",34,59,42,74
"Enterococcus faecium",2,49,"Aminoglycosides (high-level)",6,"Croatia","HRV","HR",2007,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",51,59,45,72
"Enterococcus faecium",2,49,"Aminoglycosides (high-level)",6,"Croatia","HRV","HR",2008,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",72,65,54,75
"Enterococcus faecium",2,49,"Aminoglycosides (high-level)",6,"Croatia","HRV","HR",2010,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",50,60,46,73
"Enterococcus faecium",2,49,"Aminoglycosides (high-level)",6,"Croatia","HRV","HR",2011,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",46,63,49,76
"Enterococcus faecium",2,49,"Aminoglycosides (high-level)",6,"Croatia","HRV","HR",2012,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",58,60,47,72
"Enterococcus faecium",2,49,"Aminoglycosides (high-level)",6,"Croatia","HRV","HR",2013,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",73,56,45,67
"Enterococcus faecium",2,49,"Aminoglycosides (high-level)",6,"Croatia","HRV","HR",2014,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",68,63,51,74
"Enterococcus faecium",2,49,"Aminoglycosides (high-level)",6,"Croatia","HRV","HR",2015,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",90,53,43,63
"Enterococcus faecium",2,2,"Aminopenicillins",6,"Croatia","HRV","HR",2003,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",32,47,31,64
"Enterococcus faecium",2,2,"Aminopenicillins",6,"Croatia","HRV","HR",2005,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",34,82,67,92
"Enterococcus faecium",2,2,"Aminopenicillins",6,"Croatia","HRV","HR",2006,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",35,69,53,82
"Enterococcus faecium",2,2,"Aminopenicillins",6,"Croatia","HRV","HR",2007,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",51,78,65,88
"Enterococcus faecium",2,2,"Aminopenicillins",6,"Croatia","HRV","HR",2008,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",72,79,69,87
"Enterococcus faecium",2,2,"Aminopenicillins",6,"Croatia","HRV","HR",2010,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",45,82,69,91
"Enterococcus faecium",2,2,"Aminopenicillins",6,"Croatia","HRV","HR",2011,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",58,98,91,100
"Enterococcus faecium",2,2,"Aminopenicillins",6,"Croatia","HRV","HR",2012,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",60,98,91,100
"Enterococcus faecium",2,2,"Aminopenicillins",6,"Croatia","HRV","HR",2013,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",74,89,80,95
"Enterococcus faecium",2,2,"Aminopenicillins",6,"Croatia","HRV","HR",2014,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",68,94,86,98
"Enterococcus faecium",2,2,"Aminopenicillins",6,"Croatia","HRV","HR",2015,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",93,98,93,100
"Enterococcus faecium",2,3,"Vancomycin",6,"Croatia","HRV","HR",2003,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",32,6,1,19
"Enterococcus faecium",2,3,"Vancomycin",6,"Croatia","HRV","HR",2004,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",30,3,0,15
"Enterococcus faecium",2,3,"Vancomycin",6,"Croatia","HRV","HR",2005,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",34,6,1,18
"Enterococcus faecium",2,3,"Vancomycin",6,"Croatia","HRV","HR",2006,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",34,3,0,14
"Enterococcus faecium",2,3,"Vancomycin",6,"Croatia","HRV","HR",2007,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",51,2,0,9
"Enterococcus faecium",2,3,"Vancomycin",6,"Croatia","HRV","HR",2008,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",72,7,3,15
"Enterococcus faecium",2,3,"Vancomycin",6,"Croatia","HRV","HR",2010,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",49,10,4,21
"Enterococcus faecium",2,3,"Vancomycin",6,"Croatia","HRV","HR",2011,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",57,2,0,9
"Enterococcus faecium",2,3,"Vancomycin",6,"Croatia","HRV","HR",2012,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",60,0,0,5
"Enterococcus faecium",2,3,"Vancomycin",6,"Croatia","HRV","HR",2013,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",74,7,3,15
"Enterococcus faecium",2,3,"Vancomycin",6,"Croatia","HRV","HR",2014,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",67,10,4,19
"Enterococcus faecium",2,3,"Vancomycin",6,"Croatia","HRV","HR",2015,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",93,26,18,36
"Escherichia coli",3,4,"Aminoglycosides",6,"Croatia","HRV","HR",2001,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",182,7,4,11
"Escherichia coli",3,4,"Aminoglycosides",6,"Croatia","HRV","HR",2002,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",490,7,5,10
"Escherichia coli",3,4,"Aminoglycosides",6,"Croatia","HRV","HR",2003,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",570,7,5,9
"Escherichia coli",3,4,"Aminoglycosides",6,"Croatia","HRV","HR",2004,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",535,6,4,8
"Escherichia coli",3,4,"Aminoglycosides",6,"Croatia","HRV","HR",2005,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",637,4,3,6
"Escherichia coli",3,4,"Aminoglycosides",6,"Croatia","HRV","HR",2006,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",777,6,4,8
"Escherichia coli",3,4,"Aminoglycosides",6,"Croatia","HRV","HR",2007,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",860,6,5,8
"Escherichia coli",3,4,"Aminoglycosides",6,"Croatia","HRV","HR",2008,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",914,6,5,8
"Escherichia coli",3,4,"Aminoglycosides",6,"Croatia","HRV","HR",2010,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",879,7,5,9
"Escherichia coli",3,4,"Aminoglycosides",6,"Croatia","HRV","HR",2011,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",971,9,7,11
"Escherichia coli",3,4,"Aminoglycosides",6,"Croatia","HRV","HR",2012,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",901,10,8,12
"Escherichia coli",3,4,"Aminoglycosides",6,"Croatia","HRV","HR",2013,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",1016,8,6,10
"Escherichia coli",3,4,"Aminoglycosides",6,"Croatia","HRV","HR",2014,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",1077,12,10,14
"Escherichia coli",3,4,"Aminoglycosides",6,"Croatia","HRV","HR",2015,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",1008,13,11,15
"Escherichia coli",3,2,"Aminopenicillins",6,"Croatia","HRV","HR",2001,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",181,52,45,59
"Escherichia coli",3,2,"Aminopenicillins",6,"Croatia","HRV","HR",2002,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",490,49,45,53
"Escherichia coli",3,2,"Aminopenicillins",6,"Croatia","HRV","HR",2003,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",570,49,45,53
"Escherichia coli",3,2,"Aminopenicillins",6,"Croatia","HRV","HR",2004,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",535,46,42,50
"Escherichia coli",3,2,"Aminopenicillins",6,"Croatia","HRV","HR",2005,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",637,47,43,51
"Escherichia coli",3,2,"Aminopenicillins",6,"Croatia","HRV","HR",2006,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",780,52,48,55
"Escherichia coli",3,2,"Aminopenicillins",6,"Croatia","HRV","HR",2007,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",860,52,49,55
"Escherichia coli",3,2,"Aminopenicillins",6,"Croatia","HRV","HR",2008,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",914,53,50,56
"Escherichia coli",3,2,"Aminopenicillins",6,"Croatia","HRV","HR",2010,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",625,54,50,58
"Escherichia coli",3,2,"Aminopenicillins",6,"Croatia","HRV","HR",2011,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",975,55,52,58
"Escherichia coli",3,2,"Aminopenicillins",6,"Croatia","HRV","HR",2012,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",904,51,48,54
"Escherichia coli",3,2,"Aminopenicillins",6,"Croatia","HRV","HR",2013,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",1036,54,51,57
"Escherichia coli",3,2,"Aminopenicillins",6,"Croatia","HRV","HR",2014,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",1077,54,51,57
"Escherichia coli",3,2,"Aminopenicillins",6,"Croatia","HRV","HR",2015,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",1042,55,52,58
"Escherichia coli",3,5,"Carbapenems",6,"Croatia","HRV","HR",2001,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",172,1,0,4
"Escherichia coli",3,5,"Carbapenems",6,"Croatia","HRV","HR",2002,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",471,0,0,1
"Escherichia coli",3,5,"Carbapenems",6,"Croatia","HRV","HR",2003,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",559,0,0,1
"Escherichia coli",3,5,"Carbapenems",6,"Croatia","HRV","HR",2004,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",527,0,0,1
"Escherichia coli",3,5,"Carbapenems",6,"Croatia","HRV","HR",2005,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",637,0,0,0
"Escherichia coli",3,5,"Carbapenems",6,"Croatia","HRV","HR",2006,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",772,0,0,0
"Escherichia coli",3,5,"Carbapenems",6,"Croatia","HRV","HR",2007,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",854,0,0,0
"Escherichia coli",3,5,"Carbapenems",6,"Croatia","HRV","HR",2008,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",857,0,0,0
"Escherichia coli",3,5,"Carbapenems",6,"Croatia","HRV","HR",2010,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",872,2,1,3
"Escherichia coli",3,5,"Carbapenems",6,"Croatia","HRV","HR",2011,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",983,0,0,0
"Escherichia coli",3,5,"Carbapenems",6,"Croatia","HRV","HR",2012,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",900,0,0,0
"Escherichia coli",3,5,"Carbapenems",6,"Croatia","HRV","HR",2013,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",1038,0,0,0
"Escherichia coli",3,5,"Carbapenems",6,"Croatia","HRV","HR",2014,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",1079,0,0,0
"Escherichia coli",3,5,"Carbapenems",6,"Croatia","HRV","HR",2015,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",1046,0,0,0
"Escherichia coli",3,6,"Cephalosporins",6,"Croatia","HRV","HR",2001,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",182,2,1,5
"Escherichia coli",3,6,"Cephalosporins",6,"Croatia","HRV","HR",2002,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",490,3,2,5
"Escherichia coli",3,6,"Cephalosporins",6,"Croatia","HRV","HR",2003,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",570,4,3,6
"Escherichia coli",3,6,"Cephalosporins",6,"Croatia","HRV","HR",2004,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",535,3,2,5
"Escherichia coli",3,6,"Cephalosporins",6,"Croatia","HRV","HR",2005,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",637,1,0,2
"Escherichia coli",3,6,"Cephalosporins",6,"Croatia","HRV","HR",2006,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",777,1,0,2
"Escherichia coli",3,6,"Cephalosporins",6,"Croatia","HRV","HR",2007,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",860,3,2,4
"Escherichia coli",3,6,"Cephalosporins",6,"Croatia","HRV","HR",2008,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",914,4,3,5
"Escherichia coli",3,6,"Cephalosporins",6,"Croatia","HRV","HR",2010,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",882,12,10,14
"Escherichia coli",3,6,"Cephalosporins",6,"Croatia","HRV","HR",2011,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",983,11,9,13
"Escherichia coli",3,6,"Cephalosporins",6,"Croatia","HRV","HR",2012,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",906,9,7,11
"Escherichia coli",3,6,"Cephalosporins",6,"Croatia","HRV","HR",2013,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",1040,10,8,12
"Escherichia coli",3,6,"Cephalosporins",6,"Croatia","HRV","HR",2014,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",1079,11,9,13
"Escherichia coli",3,6,"Cephalosporins",6,"Croatia","HRV","HR",2015,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",1046,13,11,15
"Escherichia coli",3,7,"Fluoroquinolones",6,"Croatia","HRV","HR",2001,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",177,5,2,9
"Escherichia coli",3,7,"Fluoroquinolones",6,"Croatia","HRV","HR",2002,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",490,6,4,8
"Escherichia coli",3,7,"Fluoroquinolones",6,"Croatia","HRV","HR",2003,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",547,8,6,11
"Escherichia coli",3,7,"Fluoroquinolones",6,"Croatia","HRV","HR",2004,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",534,9,7,12
"Escherichia coli",3,7,"Fluoroquinolones",6,"Croatia","HRV","HR",2005,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",637,9,7,11
"Escherichia coli",3,7,"Fluoroquinolones",6,"Croatia","HRV","HR",2006,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",776,16,14,19
"Escherichia coli",3,7,"Fluoroquinolones",6,"Croatia","HRV","HR",2007,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",860,14,12,16
"Escherichia coli",3,7,"Fluoroquinolones",6,"Croatia","HRV","HR",2008,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",914,15,13,17
"Escherichia coli",3,7,"Fluoroquinolones",6,"Croatia","HRV","HR",2010,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",876,18,16,21
"Escherichia coli",3,7,"Fluoroquinolones",6,"Croatia","HRV","HR",2011,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",952,21,19,24
"Escherichia coli",3,7,"Fluoroquinolones",6,"Croatia","HRV","HR",2012,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",892,17,15,20
"Escherichia coli",3,7,"Fluoroquinolones",6,"Croatia","HRV","HR",2013,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",1026,20,18,23
"Escherichia coli",3,7,"Fluoroquinolones",6,"Croatia","HRV","HR",2014,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",1072,21,19,24
"Escherichia coli",3,7,"Fluoroquinolones",6,"Croatia","HRV","HR",2015,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",1038,25,22,28
"Klebsiella pneumoniae",4,4,"Aminoglycosides",6,"Croatia","HRV","HR",2005,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",112,42,33,51
"Klebsiella pneumoniae",4,4,"Aminoglycosides",6,"Croatia","HRV","HR",2006,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",203,34,28,41
"Klebsiella pneumoniae",4,4,"Aminoglycosides",6,"Croatia","HRV","HR",2007,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",280,39,33,45
"Klebsiella pneumoniae",4,4,"Aminoglycosides",6,"Croatia","HRV","HR",2008,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",330,53,48,58
"Klebsiella pneumoniae",4,4,"Aminoglycosides",6,"Croatia","HRV","HR",2010,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",279,49,43,55
"Klebsiella pneumoniae",4,4,"Aminoglycosides",6,"Croatia","HRV","HR",2011,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",296,43,37,49
"Klebsiella pneumoniae",4,4,"Aminoglycosides",6,"Croatia","HRV","HR",2012,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",332,47,42,52
"Klebsiella pneumoniae",4,4,"Aminoglycosides",6,"Croatia","HRV","HR",2013,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",370,52,47,57
"Klebsiella pneumoniae",4,4,"Aminoglycosides",6,"Croatia","HRV","HR",2014,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",334,49,44,54
"Klebsiella pneumoniae",4,4,"Aminoglycosides",6,"Croatia","HRV","HR",2015,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",380,45,40,50
"Klebsiella pneumoniae",4,5,"Carbapenems",6,"Croatia","HRV","HR",2005,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",112,0,0,3
"Klebsiella pneumoniae",4,5,"Carbapenems",6,"Croatia","HRV","HR",2006,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",204,0,0,2
"Klebsiella pneumoniae",4,5,"Carbapenems",6,"Croatia","HRV","HR",2007,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",279,0,0,1
"Klebsiella pneumoniae",4,5,"Carbapenems",6,"Croatia","HRV","HR",2008,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",321,0,0,1
"Klebsiella pneumoniae",4,5,"Carbapenems",6,"Croatia","HRV","HR",2010,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",279,7,4,10
"Klebsiella pneumoniae",4,5,"Carbapenems",6,"Croatia","HRV","HR",2011,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",299,0,0,1
"Klebsiella pneumoniae",4,5,"Carbapenems",6,"Croatia","HRV","HR",2012,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",331,1,0,3
"Klebsiella pneumoniae",4,5,"Carbapenems",6,"Croatia","HRV","HR",2013,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",376,1,0,2
"Klebsiella pneumoniae",4,5,"Carbapenems",6,"Croatia","HRV","HR",2014,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",334,2,1,4
"Klebsiella pneumoniae",4,5,"Carbapenems",6,"Croatia","HRV","HR",2015,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",380,4,2,6
"Klebsiella pneumoniae",4,6,"Cephalosporins",6,"Croatia","HRV","HR",2005,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",112,46,37,55
"Klebsiella pneumoniae",4,6,"Cephalosporins",6,"Croatia","HRV","HR",2006,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",205,34,28,41
"Klebsiella pneumoniae",4,6,"Cephalosporins",6,"Croatia","HRV","HR",2007,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",280,40,34,46
"Klebsiella pneumoniae",4,6,"Cephalosporins",6,"Croatia","HRV","HR",2008,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",331,54,49,59
"Klebsiella pneumoniae",4,6,"Cephalosporins",6,"Croatia","HRV","HR",2010,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",281,57,51,63
"Klebsiella pneumoniae",4,6,"Cephalosporins",6,"Croatia","HRV","HR",2011,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",299,50,44,56
"Klebsiella pneumoniae",4,6,"Cephalosporins",6,"Croatia","HRV","HR",2012,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",332,54,49,59
"Klebsiella pneumoniae",4,6,"Cephalosporins",6,"Croatia","HRV","HR",2013,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",376,50,45,55
"Klebsiella pneumoniae",4,6,"Cephalosporins",6,"Croatia","HRV","HR",2014,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",334,49,44,54
"Klebsiella pneumoniae",4,6,"Cephalosporins",6,"Croatia","HRV","HR",2015,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",380,48,43,53
"Klebsiella pneumoniae",4,7,"Fluoroquinolones",6,"Croatia","HRV","HR",2005,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",110,22,15,30
"Klebsiella pneumoniae",4,7,"Fluoroquinolones",6,"Croatia","HRV","HR",2006,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",205,25,19,31
"Klebsiella pneumoniae",4,7,"Fluoroquinolones",6,"Croatia","HRV","HR",2007,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",275,35,30,41
"Klebsiella pneumoniae",4,7,"Fluoroquinolones",6,"Croatia","HRV","HR",2008,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",324,46,41,51
"Klebsiella pneumoniae",4,7,"Fluoroquinolones",6,"Croatia","HRV","HR",2010,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",278,50,44,56
"Klebsiella pneumoniae",4,7,"Fluoroquinolones",6,"Croatia","HRV","HR",2011,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",292,44,38,50
"Klebsiella pneumoniae",4,7,"Fluoroquinolones",6,"Croatia","HRV","HR",2012,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",331,47,42,52
"Klebsiella pneumoniae",4,7,"Fluoroquinolones",6,"Croatia","HRV","HR",2013,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",373,47,42,52
"Klebsiella pneumoniae",4,7,"Fluoroquinolones",6,"Croatia","HRV","HR",2014,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",330,48,43,53
"Klebsiella pneumoniae",4,7,"Fluoroquinolones",6,"Croatia","HRV","HR",2015,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",380,51,46,56
"Staphylococcus aureus",5,8,"Oxacillin (MRSA)",6,"Croatia","HRV","HR",2001,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",149,31,24,39
"Staphylococcus aureus",5,8,"Oxacillin (MRSA)",6,"Croatia","HRV","HR",2002,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",279,37,32,43
"Staphylococcus aureus",5,8,"Oxacillin (MRSA)",6,"Croatia","HRV","HR",2003,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",360,37,32,42
"Staphylococcus aureus",5,8,"Oxacillin (MRSA)",6,"Croatia","HRV","HR",2004,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",392,37,32,42
"Staphylococcus aureus",5,8,"Oxacillin (MRSA)",6,"Croatia","HRV","HR",2005,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",354,37,32,42
"Staphylococcus aureus",5,8,"Oxacillin (MRSA)",6,"Croatia","HRV","HR",2006,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",391,36,31,41
"Staphylococcus aureus",5,8,"Oxacillin (MRSA)",6,"Croatia","HRV","HR",2007,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",375,38,33,43
"Staphylococcus aureus",5,8,"Oxacillin (MRSA)",6,"Croatia","HRV","HR",2008,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",474,34,30,38
"Staphylococcus aureus",5,8,"Oxacillin (MRSA)",6,"Croatia","HRV","HR",2010,"European Antimicrobial Resistance Surveillance Network (EARS-Net)",357,26,22,31
